genre_name,coordinate_top,coordinate_left,estimated_mood
trance mexicano,1195,1157,Atmospheric/Calm
polca paraguaya,18013,897,Atmospheric/Calm
greek swing,13035,828,Atmospheric/Calm
japanese beats,12722,1002,Atmospheric/Calm
tamaulipas indie,5529,416,Atmospheric/Calm
cornetas y tambores,18890,515,Atmospheric/Calm
north moroccan rap,9983,1038,Atmospheric/Calm
voetbal,9439,556,Atmospheric/Calm
indonesian hardcore,8383,382,Deep/Acoustic
brisbane punk,8751,313,Deep/Acoustic
background jazz product,14613,694,Atmospheric/Calm
malawian pop,11203,1053,Atmospheric/Calm
dub brasileiro,3547,1159,Atmospheric/Calm
irish neo-traditional,15605,515,Atmospheric/Calm
italian gothic,6198,277,Deep/Acoustic
italian gothic metal,6161,185,Deep/Acoustic
musica catarinense,10562,817,Atmospheric/Calm
muzica etno,8690,1084,Atmospheric/Calm
spytrack,12511,756,Atmospheric/Calm
zcc,14537,535,Atmospheric/Calm
punk cover,3068,291,Deep/Acoustic
chinese worship,13738,429,Atmospheric/Calm
png pop,4471,887,Atmospheric/Calm
spanish indie folk,13183,554,Atmospheric/Calm
syrian hip hop,12387,1041,Atmospheric/Calm
guitarra andina,16348,1045,Atmospheric/Calm
lagu aceh,8716,806,Atmospheric/Calm
zambian hip hop,10796,1038,Atmospheric/Calm
gospel reggae,6879,992,Atmospheric/Calm
lebanese indie,11306,624,Atmospheric/Calm
tamil indie,9725,753,Atmospheric/Calm
ukulele,16102,1064,Atmospheric/Calm
dutch moombahton,2922,1214,Atmospheric/Calm
psychedelic folk rock,14081,571,Atmospheric/Calm
musica yucateca,17020,868,Atmospheric/Calm
polynesian hip hop,8188,1073,Atmospheric/Calm
cartoni animati,5097,837,Atmospheric/Calm
thall,4997,225,Deep/Acoustic
chakra,20193,95,Deep/Acoustic
charango,14786,961,Atmospheric/Calm
christian power metal,5541,210,Deep/Acoustic
british choir,21391,142,Deep/Acoustic
brazilian ska,5566,756,Atmospheric/Calm
raggatek,1576,915,Atmospheric/Calm
folklore venezolano,15926,947,Atmospheric/Calm
jain bhajan,15311,763,Atmospheric/Calm
slavic folk metal,6321,205,Deep/Acoustic
psychedelic punk,10968,317,Deep/Acoustic
ok indie,11673,530,Atmospheric/Calm
fan chant,18878,412,Atmospheric/Calm
detroit techno,1367,1193,Atmospheric/Calm
austin metal,8565,198,Deep/Acoustic
austrian dnb,2042,957,Atmospheric/Calm
grebo,5358,410,Atmospheric/Calm
bandoneon,20222,621,Atmospheric/Calm
austrian metal,6641,207,Deep/Acoustic
candomble,17767,705,Atmospheric/Calm
c-pop girl group,4530,692,Atmospheric/Calm
broken transmission,11894,484,Atmospheric/Calm
sunnlensk tonlist,9700,700,Atmospheric/Calm
ramonescore,5455,294,Deep/Acoustic
instrumental progressive metal,5517,262,Deep/Acoustic
musica bautista,17254,561,Atmospheric/Calm
sorani pop,12240,751,Atmospheric/Calm
north carolina metal,9798,214,Deep/Acoustic
action rock,7669,181,Deep/Acoustic
sci-fi metal,7112,152,Deep/Acoustic
mashcore,3390,646,Atmospheric/Calm
italo house,4793,860,Atmospheric/Calm
belgian indie rock,8481,398,Deep/Acoustic
alpine yodeling,8778,731,Atmospheric/Calm
turkish electronic,4099,895,Atmospheric/Calm
indie folk argentino,13376,826,Atmospheric/Calm
deep acoustic pop,11479,530,Atmospheric/Calm
trinidadian reggae,6109,1071,Atmospheric/Calm
lithuanian trap,4149,1148,Atmospheric/Calm
deep idm,6175,826,Atmospheric/Calm
cameroonian pop,11078,1011,Atmospheric/Calm
er ge,11901,990,Atmospheric/Calm
varmland rock,7285,396,Deep/Acoustic
chinese folk,12142,479,Atmospheric/Calm
afro-cuban percussion,16511,1056,Atmospheric/Calm
slam poetry,15663,1075,Atmospheric/Calm
samoan pop,6148,911,Atmospheric/Calm
musica evangelica instrumental,14860,372,Deep/Acoustic
bush ballad,15534,927,Atmospheric/Calm
atmospheric post-metal,10806,167,Deep/Acoustic
newfoundland indie,12400,508,Atmospheric/Calm
halftime dnb,3941,959,Atmospheric/Calm
romanian electronic,877,1349,Atmospheric/Calm
marimba de guatemala,10870,1139,Atmospheric/Calm
maithili,7876,845,Atmospheric/Calm
chamber folk,17020,469,Atmospheric/Calm
one-person band,10438,593,Atmospheric/Calm
slam death metal,9291,187,Deep/Acoustic
nwothm,7136,216,Deep/Acoustic
punk melodico chileno,8197,275,Deep/Acoustic
kurdish rock,11118,686,Atmospheric/Calm
rochester ny indie,11107,477,Atmospheric/Calm
czech folk rock,11881,726,Atmospheric/Calm
hard house,804,1021,Atmospheric/Calm
tanzanian hip hop,10518,1101,Atmospheric/Calm
xitsonga pop,3507,1180,Atmospheric/Calm
zambian pop,8113,925,Atmospheric/Calm
armenian hip hop,8915,1040,Atmospheric/Calm
spiritual jazz,17212,680,Atmospheric/Calm
austin rock,8552,341,Deep/Acoustic
york indie,9194,341,Deep/Acoustic
idaho indie,11283,410,Atmospheric/Calm
gambian hip hop,8372,1099,Atmospheric/Calm
deep ragga,5680,1193,Atmospheric/Calm
muzica crestina,12844,506,Atmospheric/Calm
musica duranguense,12911,1068,Atmospheric/Calm
caucasian classical,20965,342,Deep/Acoustic
carnaval limburg,7888,843,Atmospheric/Calm
visor,18995,862,Atmospheric/Calm
italian library music,14069,615,Atmospheric/Calm
quebec punk,6641,386,Deep/Acoustic
trap angolano,12924,1043,Atmospheric/Calm
post-disco soul,3444,1099,Atmospheric/Calm
oaxaca indie,10788,797,Atmospheric/Calm
boston hardcore,11259,236,Deep/Acoustic
danish techno,1564,1137,Atmospheric/Calm
greek fem rap,8778,1051,Atmospheric/Calm
vogue,2323,1117,Atmospheric/Calm
rock en asturiano,7658,456,Atmospheric/Calm
bomba y plena,14835,1023,Atmospheric/Calm
melbourne punk,9144,335,Deep/Acoustic
nuevo tango,19901,633,Atmospheric/Calm
german prog,10613,364,Deep/Acoustic
psych gaze,8730,196,Deep/Acoustic
corridos adictivos,13504,992,Atmospheric/Calm
tamazight,10348,911,Atmospheric/Calm
modern progressive rock,10465,313,Deep/Acoustic
british grindcore,11246,95,Deep/Acoustic
nordic contemporary classical,21669,223,Deep/Acoustic
vintage chanson,20614,821,Atmospheric/Calm
dc indie,9414,510,Atmospheric/Calm
polish prog,9700,368,Deep/Acoustic
berlin school,11161,392,Deep/Acoustic
uk82,10612,294,Deep/Acoustic
zim urban groove,12166,929,Atmospheric/Calm
moog,16139,581,Atmospheric/Calm
marathi remix,4296,854,Atmospheric/Calm
experimental electronic,8199,718,Atmospheric/Calm
polish synthpop,5696,593,Atmospheric/Calm
sinaloa indie,8924,501,Atmospheric/Calm
death 'n' roll,10073,176,Deep/Acoustic
persian traditional,19942,573,Atmospheric/Calm
hungarian underground rap,9793,1097,Atmospheric/Calm
ska catala,5658,843,Atmospheric/Calm
blues latinoamericano,11218,633,Atmospheric/Calm
makossa,8139,953,Atmospheric/Calm
afro-funk,9443,1036,Atmospheric/Calm
dansei seiyu,4530,481,Atmospheric/Calm
southampton indie,11268,471,Atmospheric/Calm
rockabilly en espanol,9664,636,Atmospheric/Calm
rock of gibraltar,14218,591,Atmospheric/Calm
technical melodic death metal,7273,203,Deep/Acoustic
sami,13108,568,Atmospheric/Calm
cleveland metal,8984,218,Deep/Acoustic
deep contemporary country,10325,639,Atmospheric/Calm
british post-rock,11404,275,Deep/Acoustic
jazz vibraphone,17767,931,Atmospheric/Calm
baltic classical,21889,221,Deep/Acoustic
korean drill,6350,1049,Atmospheric/Calm
nz dnb,2309,891,Atmospheric/Calm
scottish hip hop,8224,937,Atmospheric/Calm
canadian underground hip hop,11155,975,Atmospheric/Calm
muzika l'yeladim,14871,996,Atmospheric/Calm
italian electronica,4004,899,Atmospheric/Calm
israelite hip hop,11791,988,Atmospheric/Calm
christmas product,14996,692,Atmospheric/Calm
rosario indie,6493,524,Atmospheric/Calm
mewati pop,4876,866,Atmospheric/Calm
israeli jazz,17066,777,Atmospheric/Calm
norwegian house,1897,1128,Atmospheric/Calm
gothic alternative,4563,302,Deep/Acoustic
tuareg guitar,13311,843,Atmospheric/Calm
asakaa,7950,1134,Atmospheric/Calm
musica popular amazonense,11017,899,Atmospheric/Calm
afrikaans hip hop,6035,1152,Atmospheric/Calm
appalachian folk,19095,957,Atmospheric/Calm
hardgroove,801,1240,Atmospheric/Calm
scratch,5768,1150,Atmospheric/Calm
korean electronic,2791,933,Atmospheric/Calm
flick hop,8285,959,Atmospheric/Calm
slovenian indie,8959,521,Atmospheric/Calm
devon indie,10214,533,Atmospheric/Calm
israeli techno,512,1303,Unknown
accordeon,11981,804,Atmospheric/Calm
malaysian punk,6186,352,Deep/Acoustic
cosmic post-rock,10794,220,Deep/Acoustic
jazz catala,18177,883,Atmospheric/Calm
australian ambient,15488,360,Deep/Acoustic
belgian metal,8197,174,Deep/Acoustic
music hall,19808,862,Atmospheric/Calm
cruise,6854,1173,Atmospheric/Calm
american primitive,17621,551,Atmospheric/Calm
norrlandsk hip hop,11130,998,Atmospheric/Calm
swahili gospel,10007,746,Atmospheric/Calm
korean superband,12487,547,Atmospheric/Calm
usbm,11551,50,Deep/Acoustic
marwadi pop,5563,907,Atmospheric/Calm
malayalam madh,13908,834,Atmospheric/Calm
khayal,19170,443,Atmospheric/Calm
waiata mo tamariki,13863,959,Atmospheric/Calm
russian ccm,9844,542,Atmospheric/Calm
2-step,1929,1273,Atmospheric/Calm
indian electronic,4261,994,Atmospheric/Calm
uk christian rap,12215,1015,Atmospheric/Calm
italian renaissance,22012,234,Deep/Acoustic
rap tico,9213,1103,Atmospheric/Calm
classic korean pop,13713,469,Atmospheric/Calm
fijian pop,6500,977,Atmospheric/Calm
martial industrial,11453,304,Deep/Acoustic
new york death metal,11588,131,Deep/Acoustic
dancehall chileno,5960,1135,Atmospheric/Calm
detskie pesni,13047,1077,Atmospheric/Calm
chamber orchestra,21133,321,Deep/Acoustic
subliminal product,19065,156,Deep/Acoustic
musica portuguesa contemporanea,14427,716,Atmospheric/Calm
tearout,5906,718,Atmospheric/Calm
emotional black metal,9981,45,Deep/Acoustic
psicodelia chilena,14663,741,Atmospheric/Calm
cosmic death metal,10502,138,Deep/Acoustic
fictitious orchestra,20544,404,Atmospheric/Calm
st louis drill,6666,1073,Atmospheric/Calm
musique comorienne,10821,1026,Atmospheric/Calm
hungarian punk,5754,475,Atmospheric/Calm
chinese indie pop,6593,636,Atmospheric/Calm
vinahouse,7365,817,Atmospheric/Calm
classical cello,21864,302,Deep/Acoustic
street punk espanol,8285,376,Deep/Acoustic
swiss trap,5519,1134,Atmospheric/Calm
bemani,18673,71,Deep/Acoustic
rap metal espanol,5214,530,Atmospheric/Calm
orchestral performance,21254,368,Deep/Acoustic
brazilian modern jazz,16452,830,Atmospheric/Calm
paidika tragoudia,13390,965,Atmospheric/Calm
latmiya,17534,554,Atmospheric/Calm
batida,2776,1219,Atmospheric/Calm
puerto rican indie,8362,703,Atmospheric/Calm
sambass,2046,1097,Atmospheric/Calm
hungarian classical performance,21706,325,Deep/Acoustic
folklore uruguayo,17446,971,Atmospheric/Calm
hindustani instrumental,18744,708,Atmospheric/Calm
cook islands pop,5693,927,Atmospheric/Calm
psalmen,20894,118,Deep/Acoustic
fake,6488,1007,Atmospheric/Calm
sitar,16949,609,Atmospheric/Calm
greek contemporary classical,18581,490,Atmospheric/Calm
karaoke,3741,854,Atmospheric/Calm
ecuadorian alternative rock,7841,526,Atmospheric/Calm
palestinian alternative,11994,799,Atmospheric/Calm
israeli classical piano,22122,501,Atmospheric/Calm
dominican indie,7433,881,Atmospheric/Calm
italian punk,8037,368,Deep/Acoustic
deep gothic post-punk,4396,341,Deep/Acoustic
math pop,8656,477,Atmospheric/Calm
peruvian punk,9328,376,Deep/Acoustic
musica michoacana,13957,973,Atmospheric/Calm
neo kyma,16598,618,Atmospheric/Calm
rap feminino chileno,11913,1041,Atmospheric/Calm
polyphony,19825,258,Deep/Acoustic
mumbai indie,10350,563,Atmospheric/Calm
classic italian folk pop,11655,919,Atmospheric/Calm
viking black metal,8656,78,Deep/Acoustic
wassoulou,11341,969,Atmospheric/Calm
south african underground rap,8013,1034,Atmospheric/Calm
ryukyu ongaku,13483,736,Atmospheric/Calm
rap chretien,9088,979,Atmospheric/Calm
yugoslav new wave,8112,724,Atmospheric/Calm
jig and reel,17738,721,Atmospheric/Calm
chaabi marocain,10726,815,Atmospheric/Calm
breton folk,14550,551,Atmospheric/Calm
quebec death metal,8478,207,Deep/Acoustic
punk catala,6137,412,Atmospheric/Calm
modern psychedelic folk,14093,414,Atmospheric/Calm
chinese soundtrack,15313,342,Deep/Acoustic
zim hip hop,7802,1034,Atmospheric/Calm
tuna,14648,566,Atmospheric/Calm
musica nublensina,16540,1040,Atmospheric/Calm
south asian metal,7731,275,Deep/Acoustic
ukrainian classical piano,22455,346,Deep/Acoustic
mongolian hip hop,4493,1121,Atmospheric/Calm
crack rock steady,10024,402,Atmospheric/Calm
danzon,15809,990,Atmospheric/Calm
kumaoni pop,9781,901,Atmospheric/Calm
malayalam cover,9064,883,Atmospheric/Calm
bomba,5150,1128,Atmospheric/Calm
violao classico,20018,1005,Atmospheric/Calm
bangladeshi indie,9315,596,Atmospheric/Calm
newcastle indie,9676,366,Deep/Acoustic
violin,21510,454,Atmospheric/Calm
tassie indie,11380,484,Atmospheric/Calm
bagpipe,12946,201,Deep/Acoustic
graz indie,6468,627,Atmospheric/Calm
mpb gospel,14118,593,Atmospheric/Calm
australian indigenous hip hop,8335,1038,Atmospheric/Calm
sega mauricien,6830,1021,Atmospheric/Calm
cumbia cristiana,10722,1000,Atmospheric/Calm
rock curitibano,7532,528,Atmospheric/Calm
deep dubstep,2526,1086,Atmospheric/Calm
garage punk,9106,210,Deep/Acoustic
spanish techno,451,1259,Unknown
balkan punk,8824,460,Atmospheric/Calm
ambient synth,18440,199,Deep/Acoustic
french garage rock,7842,323,Deep/Acoustic
warrington indie,6050,435,Atmospheric/Calm
khortha pop,5302,810,Atmospheric/Calm
portland metal,10721,127,Deep/Acoustic
gospel singers,17303,659,Atmospheric/Calm
rva indie,11306,524,Atmospheric/Calm
uwielbienie,14057,551,Atmospheric/Calm
goralski,12018,793,Atmospheric/Calm
eritrean pop,10550,856,Atmospheric/Calm
slavic metal,7731,161,Deep/Acoustic
taiwan instrumental,16248,481,Atmospheric/Calm
garage punk blues,13429,547,Atmospheric/Calm
vegan straight edge,11210,313,Deep/Acoustic
mandible,12480,364,Deep/Acoustic
clap and tap,18644,253,Deep/Acoustic
buffalo ny indie,12179,501,Atmospheric/Calm
remix product,1826,765,Atmospheric/Calm
japanese boom bap,9920,980,Atmospheric/Calm
christian dance,2249,774,Atmospheric/Calm
kids hip hop,4505,1117,Atmospheric/Calm
salsa cristiana,11066,1021,Atmospheric/Calm
deep disco,4396,1047,Atmospheric/Calm
swedish hardcore,10428,154,Deep/Acoustic
bahai,7421,994,Atmospheric/Calm
musique pour enfant quebecois,14131,1077,Atmospheric/Calm
ukrainian folk pop,4033,923,Atmospheric/Calm
macedonian pop,7423,650,Atmospheric/Calm
lafayette indie,10600,530,Atmospheric/Calm
igbo trap,8421,1159,Atmospheric/Calm
chhattisgarhi pop,10930,763,Atmospheric/Calm
gulf hip hop,9152,971,Atmospheric/Calm
memphis americana,12464,694,Atmospheric/Calm
bahamian pop,4683,1058,Atmospheric/Calm
shoegaze brasileiro,10379,292,Deep/Acoustic
cavernous death metal,11673,64,Deep/Acoustic
new wave of glam metal,4075,266,Deep/Acoustic
finnish new wave,9751,540,Atmospheric/Calm
lldm,14463,596,Atmospheric/Calm
slushwave,10855,364,Deep/Acoustic
modern swing,18293,1062,Atmospheric/Calm
serbian electronic,395,1303,Hyper/Electronic
sanfona,10487,895,Atmospheric/Calm
naija old school,6754,994,Atmospheric/Calm
american 21st century classical,20809,310,Deep/Acoustic
west african jazz,14045,947,Atmospheric/Calm
urban kiz,3050,1144,Atmospheric/Calm
japanese melodic punk,6345,260,Deep/Acoustic
punk rock italiano,6223,396,Deep/Acoustic
british industrial,9181,568,Atmospheric/Calm
deep progressive rock,9574,296,Deep/Acoustic
british experimental,13158,503,Atmospheric/Calm
military band,19212,549,Atmospheric/Calm
wrock,12178,828,Atmospheric/Calm
japanese hyperpop,5772,774,Atmospheric/Calm
rogaland indie,12081,460,Atmospheric/Calm
northeast indian indie,8448,655,Atmospheric/Calm
magyar retro dance,3544,891,Atmospheric/Calm
sheilat,12934,799,Atmospheric/Calm
detroit trap en espanol,6174,1030,Atmospheric/Calm
dennery segment,4806,1134,Atmospheric/Calm
swedish rockabilly,9713,624,Atmospheric/Calm
rap portuense,7814,1026,Atmospheric/Calm
kuduro,1941,1299,Atmospheric/Calm
detske pisnicky,15780,1004,Atmospheric/Calm
deep big room,2718,542,Atmospheric/Calm
japanese psychedelic,13898,378,Deep/Acoustic
didgeridoo,10942,756,Atmospheric/Calm
irish rebel song,14737,578,Atmospheric/Calm
ambient trance,5289,604,Atmospheric/Calm
uppsala indie,7311,477,Atmospheric/Calm
mississippi indie,10178,422,Atmospheric/Calm
pop catracho,5891,1125,Atmospheric/Calm
faroese pop,13022,561,Atmospheric/Calm
rwandan pop,12438,1115,Atmospheric/Calm
french black metal,10477,43,Deep/Acoustic
indonesian underground hip hop,6538,1060,Atmospheric/Calm
japanese electronic,2253,1105,Atmospheric/Calm
uk beatdown,10660,312,Deep/Acoustic
ukulele cover,15751,1245,Atmospheric/Calm
pornogrind,9933,209,Deep/Acoustic
new isolationism,12044,289,Deep/Acoustic
norwegian americana,13269,521,Atmospheric/Calm
musica hondurena,11615,1062,Atmospheric/Calm
trio batak,6321,526,Atmospheric/Calm
jazz harp,18527,703,Atmospheric/Calm
panpipe,13010,556,Atmospheric/Calm
cancoes infantis,9866,1075,Atmospheric/Calm
swiss folk,14786,751,Atmospheric/Calm
indonesian metal,7559,253,Deep/Acoustic
jazz brass,18832,834,Atmospheric/Calm
louange,9441,751,Atmospheric/Calm
hmong pop,6188,847,Atmospheric/Calm
comedienne,19696,1112,Atmospheric/Calm
manipuri pop,10362,779,Atmospheric/Calm
sonora indie,7236,418,Atmospheric/Calm
german black metal,10122,73,Deep/Acoustic
argentine metal,7780,264,Deep/Acoustic
south african soulful deep house,1282,1285,Atmospheric/Calm
czsk reggae,6023,1007,Atmospheric/Calm
polish folk metal,9414,209,Deep/Acoustic
solomon islands pop,3302,1041,Atmospheric/Calm
concert band,21048,368,Deep/Acoustic
drill beats,2618,1217,Atmospheric/Calm
kansai indie,6062,508,Atmospheric/Calm
san antonio rap,6891,1055,Atmospheric/Calm
svensk lovsang,12623,495,Atmospheric/Calm
hamburger schule,7918,624,Atmospheric/Calm
modern darkwave,2469,429,Atmospheric/Calm
brazilian post-hardcore,6014,317,Deep/Acoustic
musica jibara,14711,1015,Atmospheric/Calm
guyanese pop,6742,1117,Atmospheric/Calm
derby indie,9194,427,Atmospheric/Calm
norwegian punk rock,7200,253,Deep/Acoustic
spanish electronic,3302,899,Atmospheric/Calm
danish singer-songwriter,13564,547,Atmospheric/Calm
spanish prog,13096,479,Atmospheric/Calm
traditional british folk,17488,777,Atmospheric/Calm
italian new wave,6346,599,Atmospheric/Calm
hindi worship,11331,544,Atmospheric/Calm
american melodeath,6272,160,Deep/Acoustic
persian drill,10574,1028,Atmospheric/Calm
deep progressive trance,1373,854,Atmospheric/Calm
worcester ma indie,8607,460,Atmospheric/Calm
telugu remix,8064,990,Atmospheric/Calm
chain punk,10416,129,Deep/Acoustic
musica lombarda,14909,815,Atmospheric/Calm
jewish hip hop,6035,1021,Atmospheric/Calm
cypriot hip hop,10611,980,Atmospheric/Calm
bulgarian rock,8601,642,Atmospheric/Calm
swiss techno,487,1330,Unknown
ambient country,17049,327,Deep/Acoustic
swedish folk pop,12600,612,Atmospheric/Calm
greek guitar,16277,593,Atmospheric/Calm
psybass,2977,992,Atmospheric/Calm
vintage broadway,19199,683,Atmospheric/Calm
portuguese folk,15046,576,Atmospheric/Calm
flemish folk,13527,751,Atmospheric/Calm
swedish prog,14538,566,Atmospheric/Calm
musicas espiritas,16657,885,Atmospheric/Calm
jalsat,11157,694,Atmospheric/Calm
garage psych,9169,325,Deep/Acoustic
gospel italiano,12486,429,Atmospheric/Calm
throat singing,15629,481,Atmospheric/Calm
rap pernambucano,9693,1068,Atmospheric/Calm
japanese worship,13282,486,Atmospheric/Calm
lancaster pa indie,12722,445,Atmospheric/Calm
chinese jazz,14933,753,Atmospheric/Calm
memphis indie,10993,384,Deep/Acoustic
neo-kraut,7385,486,Atmospheric/Calm
musica aguascalentense,13022,990,Atmospheric/Calm
rusyn folk,14093,604,Atmospheric/Calm
persian sad rap,7618,933,Atmospheric/Calm
punta,6805,1041,Atmospheric/Calm
sungura,11778,909,Atmospheric/Calm
stateside dnb,1753,1023,Atmospheric/Calm
tucson indie,13133,530,Atmospheric/Calm
slovenian rock,9795,551,Atmospheric/Calm
punta rock,6915,1021,Atmospheric/Calm
stomp and whittle,10699,524,Atmospheric/Calm
deep deep house,597,1379,Unknown
dronescape,17358,40,Deep/Acoustic
glitch beats,5680,893,Atmospheric/Calm
plugg en espanol,5972,957,Atmospheric/Calm
euskal indie,6481,528,Atmospheric/Calm
muzica copii,11452,1036,Atmospheric/Calm
ambient black metal,12858,33,Deep/Acoustic
makina,1467,1047,Atmospheric/Calm
musica pitiusa,12007,515,Atmospheric/Calm
dub punk,6331,817,Atmospheric/Calm
